"city","country","name","japanese_name","address","japanese_address","capacity","image_url"
"Teruel","Spain","Estadio La Pinila","エスタディオ ラ ピニラ","Marcos Peña Royo","","5000","https://media.api-sports.io/football/venues/3992.png"
"Tudela","Spain","Estadio Municipal Ciudad de Tudela","エスタディオ ミュニシパル シウダー デ トゥデラ","Avenida de las Merindades","","11000","https://media.api-sports.io/football/venues/3993.png"
"Logroño","Spain","Estadio Nuevo Municipal Las Gaunas","エスタディオ ヌエボ ミュニシパル ラス ガウナス","Avenida de la Sierra","","16000","https://media.api-sports.io/football/venues/3994.png"
"Salamanca","Spain","Campo de Futbol Reina Sofía","カンポ・デ・フットボール・レイナ・ソフィア","Av. Carlos I","","4895","https://media.api-sports.io/football/venues/19230.png"
"Villanueva de la Serena","Spain","Estadio Municipal Villanovense","エスタディオ ミュニシパル ヴィラノヴェンセ","Avenida de los Deportes","","7145","https://media.api-sports.io/football/venues/3996.png"
"Yecla","Spain","Estadio Municipal La Constitución","エスタディオ ムニシパル ラ コンスティトゥシオン","Calle de la Cruz Piedra 148","","4700","https://media.api-sports.io/football/venues/3997.png"
"Mora","Spain","Estadio Las Delicias","エスタディオ ラス デリシアス","Calle Yegros","","1550","https://media.api-sports.io/football/venues/4884.png"
"Lebrija","Spain","Estadio Municipal","エスタディオ・ムニシパル","Calle Bucaro / Calle de Salvador Allende","","3500","https://media.api-sports.io/football/venues/5459.png"
"Porcuna","Spain","Estadio Municipal San Benito","サンベニート市営スタジアム","Calle Aviador Modesto Aguilera 117","","1200","https://media.api-sports.io/football/venues/5460.png"
"Melilla","Spain","Estadio La Espiguera","エスピグエラ・スタジアム","Calle Alfonso X","","2000","https://media.api-sports.io/football/venues/5461.png"
"Majadahonda","Spain","Cerro del Espino Campo Artificial","セロ デル エスピノ カンポ 人工","Avenida del Principe de Asturias","","2000","https://media.api-sports.io/football/venues/21262.png"
"Sant Joan Despí","Spain","Camp 1 del Ciutat Esportiva Joan Gamper","キャンプ 1 デル シウタット エスポルティバ ジョアン ガンペル","","","1512","https://media.api-sports.io/football/venues/21263.png"
"Madrid","Spain","Estadio Alfredo Di Stéfano","アルフレド・ディ・ステファノ・スタジアム","Ciudad Deportiva del Real Madrid, Valdebebas","","6500","https://media.api-sports.io/football/venues/6669.png"
"Andratx","Spain","Camp Municipal Sa Plana","キャンプ ミュニシパル サ プラナ","","","5000","https://media.api-sports.io/football/venues/12462.png"
"San Vicente de la Barquera","Spain","Estadio El Castañar","エスタディオ エル カスタニャール","","","3500","https://media.api-sports.io/football/venues/5775.png"
"Becerril de Campos","Spain","Estadio Mariano Haro","マリアーノ・アロ・スタジアム","Paseo Polideportivo","","2000","https://media.api-sports.io/football/venues/5776.png"
"Logroño","Spain","Estadio Mundial 82","エスタディオ・ムンディアル 82","Calle Laguardia, km 1","","3500","https://media.api-sports.io/football/venues/5777.png"
"El Palmar","Spain","Polideportivo Municipal El Palmar","ポリデポルティボ市営エル・パルマル","Calle Polideportivo","","2000","https://media.api-sports.io/football/venues/5778.png"
"El Álamo","Spain","Estadio Facundo Rivas","エスタディオ ファクンド リバス","Calle del Arce, 102","","4000","https://media.api-sports.io/football/venues/5779.png"
"Andorra la Vella","Spain","Estadi Nacional","ナショナルスタジアム","C/ Baixada del Molí nº33","","3306","https://media.api-sports.io/football/venues/2618.png"
"Fraga","Spain","Estadio de La Estacada","エスタディオ デ ラ エスタカーダ","Calle del Río Cinca 10","","3000","https://media.api-sports.io/football/venues/5780.png"
"Gran Tarajal","Spain","Estadio Municipal de Gran Tarajal","エスタディオ ムニシパル デ グラン タラハル","Calle Hierro 59","","3000","https://media.api-sports.io/football/venues/5781.png"
"Alicante","Spain","Ciudad Deportiva Antonio Solana","シウダード デポルティバ アントニオ ソラナ","Carrer de Barítono Paco La Torre","","4000","https://media.api-sports.io/football/venues/20132.png"
"Lobón","Spain","Estadio Municipal de Lobón","ロボン市営スタジアム","","","1500","https://media.api-sports.io/football/venues/10982.png"
"Las Pedroñeras","Spain","Estadio Municipal de Las Pedroñeras","エスタディオ ムニシパル デ ラス ペドロニェラス","Avenida de Juan Carlos I","","1000","https://media.api-sports.io/football/venues/5783.png"
"Azagra","Spain","Estadio Miguel Sola","ミゲル・ソラ・スタジアム","Calle Variante","","1000","https://media.api-sports.io/football/venues/5784.png"
"O Porrinno","Spain","Campo de fútbol de San Campio","カンポ デ フットボール デ サン カンピオ","Autoestrada do Atlántico","","1500","https://media.api-sports.io/football/venues/5785.png"
"Tolosa","Spain","Estadio de Berazubi","エスタディオ デ ベラズビ","Kalea Berazubi, 1","","3000","https://media.api-sports.io/football/venues/5786.png"
"Posada de Llanes","Spain","Campo de La Corredoria","カンポ デ ラ コレドリア","La Riera de Bricia","","1700","https://media.api-sports.io/football/venues/5787.png"
"Amorebieta-Echano","Spain","Campo Municipal de Urritxe","カンポ ムニシパル デ ウリチェ","Barrio de Urritxe","","3000","https://media.api-sports.io/football/venues/6482.png"
"Palma de Mallorca, Illes Balears","Spain","Estadio Balear","エスタディオ バレアル","Carrer de Sant Ignasi, 70","","6000","https://media.api-sports.io/football/venues/6483.png"
"Badajoz","Spain","Estadio Municipal Nuevo Vivero","エスタディオ ムニシパル ヌエボ ビヴェロ","Avenida de la Granadilla","","15198","https://media.api-sports.io/football/venues/6484.png"
"Carballo","Spain","Estadio As Eiroas","エスタディオ・アス・エイロアス","Calle Gran Vía 143","","5000","https://media.api-sports.io/football/venues/6485.png"
"Cáceres","Spain","Estadio Príncipe Felipe","エスタディオ・プリンシペ・フェリペ","Carretera Rute de La Plata","","15000","https://media.api-sports.io/football/venues/6486.png"
"Vigo","Spain","Campo do Vao","カンポ・ド・ヴァオ","Estrada do Vao, Fontenias","","1500","https://media.api-sports.io/football/venues/6487.png"
"Escobedo de Camargo","Spain","Estadio Eusebio Arce","エウゼビオ アルセ スタジアム","Barrio Arenas, 37, Barrio de Escobedo Arenas","","2000","https://media.api-sports.io/football/venues/6488.png"
"Segovia","Spain","Estadio Municipal de La Albuera","エスタディオ ムニシパル デ ラ アルブエラ","Ciudad Deportiva de La Albuera","","3000","https://media.api-sports.io/football/venues/6489.png"
"Guijuelo","Spain","Estadio Municipal Luis Ramos","ルイス・ラモス市営スタジアム","Calle Reina Sofía 3","","1800","https://media.api-sports.io/football/venues/12287.png"
"Haro","Spain","Estadio Municipal El Mazo","エル・マソ市営スタジアム","C. Severo Ochoa","","4300","https://media.api-sports.io/football/venues/6491.png"
"Ibiza","Spain","Estadio Can Misses – Power Electronic","エスタディオ・カンミス – パワーエレクトロニック","Calle Campanitx, 27","","6500","https://media.api-sports.io/football/venues/12463.png"
"Illueca","Spain","Estadio Papa Luna","パパ・ルナ・スタジアム","","","2000","https://media.api-sports.io/football/venues/6493.png"
"L&apos;Hospitalet de Llobregat","Spain","Estadio Municipal de Hospitalet de Llobregat","エスタディオ ミュニシパル デ ホスピタル デ ジョブレガット","Carrer de la Feixa Llarga","","6294","https://media.api-sports.io/football/venues/6494.png"
"La Nucia","Spain","Estadi Olímpic Camilo Cano","エスタディ・オリンピック・カミロ・カノ","Apartado de Correos 11, Partida Muixara","","7000","https://media.api-sports.io/football/venues/12723.png"
"Laredo","Spain","Campo San Lorenzo","サンロレンツォ広場","Duque de Ahumada","","2500","https://media.api-sports.io/football/venues/6496.png"
"Las Rozas de Madrid","Spain","Polideportivo Dehesa de Navalcarbón 2","ポリデポルティボ デヘサ デ ナバルカルボン 2","Av. Ntra. Señora del Retamar, Nº 16","","1000","https://media.api-sports.io/football/venues/19144.png"
"Villaviciosa","Spain","Estadio Las Callejas","エスタディオ ラス カジェハス","Calle Las Callejas","","3000","https://media.api-sports.io/football/venues/6498.png"
"Leioa","Spain","Estadio Sarriena","エスタディオ サリエナ","Sarriena Auzoa 49, Barrio de Sarriena","","3500","https://media.api-sports.io/football/venues/6499.png"
"Linares","Spain","Estadio Municipal de Linarejos","エスタディオ ムニシパル デ リナレホス","Avenida 1º de Mayo","","10000","https://media.api-sports.io/football/venues/6500.png"
"Llagostera","Spain","Estadio Municipal de Llagostera","エスタディオ ムニシパル デ ジャゴステラ","Avinguda de l&apos;Esport","","2500","https://media.api-sports.io/football/venues/6501.png"
"Luanco","Spain","Estadi Municipal de Miramar","ミラマール市営スタジアム","Plaza Miramar","","5000","https://media.api-sports.io/football/venues/6502.png"
"Mérida","Spain","Estadio Olímpico Carlos Iturralde Rivero","エスタディオ・オリンピコ カルロス・イトゥラルデ・リベロ","Colonias, Calle 14","","21050","https://media.api-sports.io/football/venues/1844.png"
"Olot","Spain","Camp Municipal d'Olot","オロト市営キャンプ","Carrer de l&apos;Estadi","","6000","https://media.api-sports.io/football/venues/6504.png"
"Orihuela","Spain","Estadio Municipal Los Arcos","ロスアルコス市営スタジアム","Camino Viejo de Molins","","7000","https://media.api-sports.io/football/venues/6505.png"
"Ibiza","Spain","Campo Municipal del Santa Eulalia del Río","カンポ ムニシパル デル サンタ エウラリア デル リオ","Lugar Barri Sa Rota Den Pere Cardona","","1500","https://media.api-sports.io/football/venues/6506.png"
"Tafalla","Spain","Campo San Francisco","カンポ・サンフランシスコ","Avenida de Tuleda","","3000","https://media.api-sports.io/football/venues/6507.png"
"Pontevedra","Spain","Estadio Municipal de Pasarón","パサロン市営スタジアム","Calle de Luis Otero","","16500","https://media.api-sports.io/football/venues/6508.png"
"Portugalete","Spain","Estadio La Florida","エスタディオ ラ フロリダ","Guipuzcoa 2","","5000","https://media.api-sports.io/football/venues/6509.png"
"Ferrol","Spain","Estadio Municipal de A Malata","ア マラタ市営スタジアム","Calle de la Malata","","12043","https://media.api-sports.io/football/venues/6510.png"
"Huelva","Spain","Estadio Nuevo Colombino","ヌエボ・コロンビーノ・スタジアム","Avenida del Decano del Fútbol Espanol","","19860","https://media.api-sports.io/football/venues/6511.png"
"San Sebastián de los Reyes","Spain","Estadio Municipal Nuevo Matapiñonera","エスタディオ ムニシパル ヌエボ マタピニョネラ","Avenida Matapiñonera","","3000","https://media.api-sports.io/football/venues/6512.png"
"Sestao","Spain","Estadio Las Llanas","エスタディオ ラス リャナス","Alameda de Las Llanas","","8905","https://media.api-sports.io/football/venues/6513.png"
"Socuéllamos","Spain","Estadio Paquito Jiménez","パキート・ヒメネス・スタジアム","","","3500","https://media.api-sports.io/football/venues/6514.png"
"Las Palmas de Gran Canaria","Spain","Campo de Fútbol Juan Guedes","カンポ・デ・フットボール・フアン・ゲデス","Calle Alfonso de Armas Ayala","","2000","https://media.api-sports.io/football/venues/6515.png"
"Tarazona","Spain","Estadio Municipal de Tarazona","タラソナ市営スタジアム","Avenida La Paz","","2200","https://media.api-sports.io/football/venues/6516.png"
"Villarrubia de los Ojos","Spain","Campo Nuevo Municipal","カンポ・ヌエボ市","Camino de Herencia","","1000","https://media.api-sports.io/football/venues/6517.png"
"Zamora","Spain","Estadio Ruta de la Plata","エスタディオ ルタ デ ラ プラタ","Carretera de Salamanca","","7818","https://media.api-sports.io/football/venues/6518.png"
"Villafranca de los Barros","Spain","Estadio Municipal de Villafranca de los Barros","エスタディオ ムニシパル デ ビジャフランカ デ ロス バロス","","","5500","https://media.api-sports.io/football/venues/6574.png"
"Vigo","Spain","Campo de Fútbol Municipal de Barreiro","カンポ デ フットボール ムニシパル デ バレイロ","Avenida de Ramón Nieto 326, Barreiro","","4500","https://media.api-sports.io/football/venues/6665.png"
"Getafe","Spain","Ciudad Deportiva de Getafe - Campo 1","シウダード デポルティーバ デ ヘタフェ - カンポ 1","Calle Teresa de Calcuta","","1200","https://media.api-sports.io/football/venues/19145.png"
"Boadilla del Monte","Spain","Campo de Fútbol Municipal de Boadilla del Monte","カンポ デ サッカー市営デ ボアディージャ デル モンテ","Carretera Boadilla a Pozuelo, Km 1,4","","2000","https://media.api-sports.io/football/venues/6667.png"
"Las Palmas de Gran Canaria","Spain","Anexo Gran Canaria","アネクソ グラン カナリア","Calle de los Fondos de Segura","","2000","https://media.api-sports.io/football/venues/6668.png"
"Oviedo","Spain","Estadio El Requexón","エル・レケソン・スタジアム","","","3000","https://media.api-sports.io/football/venues/6670.png"
"Gijón","Spain","Escuela de Fútbol de Mareo","マレオサッカー学校","Escuela de Fútbol de Mareo, Leorio","","3000","https://media.api-sports.io/football/venues/6671.png"
"Getxo","Spain","Estadio Municipal de Gobela","ゴベラ市営スタジアム","Luis Lopez Oses Kalea, 1","","1221","https://media.api-sports.io/football/venues/6672.png"
"Lezama","Spain","Instalaciones de Lezama Campo 2","レサマ カンポ 2 インスタラシオネス","Calle Garaioltza Auzoa 147","","2925","https://media.api-sports.io/football/venues/12288.png"
"Burgos","Spain","Estadio Municipal de El Plantío","エスタディオ ムニシパル デ エル プランティオ","Calle del Dos de Mayo","","12200","https://media.api-sports.io/football/venues/6674.png"
"Vitoria-Gasteiz","Spain","Ciudad Deportiva José Luis Compañón","シウダード デポルティバ ホセ ルイス コンパニョン","Carretera N-I","","2500","https://media.api-sports.io/football/venues/6675.png"
"Lizarra","Spain","Estadio Merkatondoa","エスタディオ メルカトンドア","Calle de Merkatondoa","","3500","https://media.api-sports.io/football/venues/6676.png"
"Tajonar","Spain","Instalaciones Deportivas de Tajonar","タホナール デポルティバスインスタラシオネス","Paraje Beroa","","4000","https://media.api-sports.io/football/venues/6677.png"
"Donostia-San Sebastián","Spain","Instalaciones de Zubieta","スビエタ施設","Paseo del Hipodromo, Zubieta","","1500","https://media.api-sports.io/football/venues/20313.png"
"Irún","Spain","Estadio Gal","エスタディオ ガル","Calle Patricio Arabolaza 2","","6344","https://media.api-sports.io/football/venues/6679.png"
"Valladolid","Spain","Campo 1 Anexos del José Zorrilla hierba natural","Campo 1 Anexos del José Zorrilla ヒエルバ ナチュラル","Avenida del Mundial 82","","1500","https://media.api-sports.io/football/venues/6680.png"
"Salamanca","Spain","Estadio El Helmántico","エル・エルマンティコ・スタジアム","Carratera De Zamora, Villares de la Reina","","17341","https://media.api-sports.io/football/venues/6681.png"
"Ejea de los Caballeros","Spain","Estadio de Luchán","ルチャンスタジアム","Calle Prolongacion Bomberos, 2","","3000","https://media.api-sports.io/football/venues/6682.png"
"San Adrián de Besós","Spain","Ciutat Esportiva Dani Jarque","シウタット エスポルティバ ダニ ハルケ","Carretera de Mataró","","6000","https://media.api-sports.io/football/venues/6683.png"
"Buñol","Spain","Ciudad Deportiva de Buñol - Campo 1","シウダード デポルティーバ デ ブニョール - カンポ 1","Avenida de Vicente Blasco Ibáñez","","3000","https://media.api-sports.io/football/venues/6684.png"
"El Prat de Llobregat","Spain","Estadio Municipal Sagnier","サニエ市営スタジアム","Carrer de Roure","","500","https://media.api-sports.io/football/venues/6685.png"
"Sabadell","Spain","Estadi de la Nova Creu Alta","ノヴァ クレウ アルタ スタジアム","Plaça Olímpia 1","","14950","https://media.api-sports.io/football/venues/6686.png"
"Paterna","Spain","Estadio Antonio Puchades (Ciudad Deportiva Valencia)","エスタディオ・アントニオ・プシャデス（シウダー・デポルティーバ・バレンシア）","Carretera Mas Camarena","","3500","https://media.api-sports.io/football/venues/12312.png"
"La Línea de la Concepción","Spain","Estadio Municipal de La Línea de la Concepción","ラ・リネア・デ・ラ・コンセプシオン市営エスタディオ","Avenida de Principe Asturias","","18500","https://media.api-sports.io/football/venues/6689.png"
"Algeciras","Spain","Estadio Nuevo Mirador","ヌエボミラドールスタジアム","Poligono de la Menacha","","8209","https://media.api-sports.io/football/venues/6690.png"
"Puerto Real","Spain","Campo Ramón Blanco Rodríguez","カンポ・ラモン・ブランコ・ロドリゲス","Barriada Meadero de la Reina","","2500","https://media.api-sports.io/football/venues/6691.png"
"Granada","Spain","Ciudad Deportiva del Granada CF","シウダード デポルティーバ デル グラナダ CF","Crta. de Alfacar","","1000","https://media.api-sports.io/football/venues/6692.png"
"San Fernando","Spain","Estadio Iberoamericano 2010","エスタディオ イベロアメリカーノ 2010","Calle de los Carpinteros","","12000","https://media.api-sports.io/football/venues/6693.png"
"Sanlúcar de Barrameda","Spain","Estadio El Palmar","エスタディオ エル パルマル","Carretera del Puerto","","5000","https://media.api-sports.io/football/venues/6694.png"
"Villarrobledo","Spain","Estadio Nuestra Señora de la Caridad","エスタディオ ヌエストラ セニョーラ デ ラ カリダッド","Calle de la Senda Molinera","","5500","https://media.api-sports.io/football/venues/6695.png"
"Cangas","Spain","Campo do Morrazo","カンポ・ド・モラッソ","Avenida de Lugo","","4000","https://media.api-sports.io/football/venues/6696.png"
"O Carballiño","Spain","Estadio de Espiñedo","エスピニェード スタジアム","Rúa Forno Vello","","4500","https://media.api-sports.io/football/venues/6697.png"
"Vilagarcía de Arousa","Spain","Estadio A Lomba","エスタディオ ア ロンバ","Avenida Matonsinhos","","5000","https://media.api-sports.io/football/venues/6698.png"
"Arzúa","Spain","Estadio Do Viso","エスタディオ ド ヴィソ","Rúa do Viso, 53","","2000","https://media.api-sports.io/football/venues/6699.png"
"Puentes de García Rodríguez","Spain","Estadio O Poboado","エスタディオ オ ポボアド","Calle de Pardo Bazan","","4000","https://media.api-sports.io/football/venues/6700.png"
"O Barco de Valdeorras","Spain","Campo de Fútbol Municipal de Calabagueiros","カンポ デ フットボール市営デ カラバゲイロス","Río Mariñán, s/n","","1000","https://media.api-sports.io/football/venues/6701.png"
"Redondela","Spain","Campo Municipal de Santa Mariña","カンポ ムニシパル デ サンタ マリーニャ","Rúa Campo de Fútbol","","2000","https://media.api-sports.io/football/venues/6702.png"
"La Coruña","Spain","Ciudad Deportiva de Abegondo","アベゴンド・デポルティバ","Agra de Marces, San Tirso de Mabegondo, Abegondo","","2000","https://media.api-sports.io/football/venues/6703.png"
"A Estrada","Spain","Campo Municipal do Concello da Estrada","カンポ ムニシパル ド コンチェッロ ダ エストラーダ","","","2000","https://media.api-sports.io/football/venues/6704.png"
"Ourense","Spain","Estadio O Couto","エスタディオ・オ・コウト","Calle Estadio de Fútbol","","5625","https://media.api-sports.io/football/venues/6705.png"
"A Laracha","Spain","Campo Porta Santa","カンポ ポルタ サンタ","Carretera Soandres, 16","","2000","https://media.api-sports.io/football/venues/6706.png"
"Lugo","Spain","Estadio do Polvorín","ポルボリン スタジアム","Rúa Alcalde Xosé Novo Freire, 8","","2500","https://media.api-sports.io/football/venues/6707.png"
"La Coruña","Spain","Campo Municipal de Fútbol Rodrigo García Vizoso","カンポ ムニシパル デ フットボール ロドリゴ ガルシア ヴィゾソ","Rúa de Galileo Galilei","","3000","https://media.api-sports.io/football/venues/6708.png"
"As Somozas","Spain","Estadio Alcalde Manuel Candocia","エスタディオ アルカルデ マヌエル カンドシア","","","800","https://media.api-sports.io/football/venues/6709.png"
"Villalba","Spain","Estadio Municipal A Magdalena","エスタディオ ムニシパル ア マグダレーナ","Carretera de Playa Fluvial","","2000","https://media.api-sports.io/football/venues/6710.png"
"Mieres del Camino","Spain","Estadio Municipal Hermanos Antuña","エスタディオ ミュニシパル エルマノス アントゥーニャ","Calle Villaviciosa","","7500","https://media.api-sports.io/football/venues/6711.png"
"Gijón","Spain","Estadio La Cruz","エスタディオ ラ クルス","Parque de Los Pericones","","1500","https://media.api-sports.io/football/venues/6712.png"
"Colunga","Spain","Estadio Santianes","エスタディオ サンティアネス","","","1000","https://media.api-sports.io/football/venues/6713.png"
"Noreña","Spain","Estadio Alejandro Ortea","アレハンドロ・オルテア・スタジアム","Calle Los Riegos","","2000","https://media.api-sports.io/football/venues/6714.png"
"Oviedo","Spain","Estadio Juan Antonio Alvarez Rabanal","エスタディオ フアン アントニオ アルバレス ラバナル","Lugar Ponton de Vaqueros, 201","","2000","https://media.api-sports.io/football/venues/6715.png"
"Gijón","Spain","Estadio Santa Cruz","サンタクルススタジアム","Avenida Eduardo Castro","","2500","https://media.api-sports.io/football/venues/6716.png"
"El Entrego","Spain","Estadio Nuevo Nalón","ヌエボ・ナロン・スタジアム","","","1200","https://media.api-sports.io/football/venues/6717.png"
"Pola de Lena","Spain","Estadio ALTOSDEMONTECERRAO.COM - El Sotón","エスタディオ ALTOSDEMONTECERRAO.COM - エル ソトン","Caserio los Campos, 3","","3000","https://media.api-sports.io/football/venues/12698.png"
"Llanera","Spain","Campo Municipal de Fútbol Pepe Quimarán","カンポ ムニシパル デ フットボール ペペ キマラン","Avenida Prudencio González, 81","","2500","https://media.api-sports.io/football/venues/6719.png"
"Llanes","Spain","Estadio San José","サンホセスタジアム","Avenida de San José","","2000","https://media.api-sports.io/football/venues/6720.png"
"Grado, Asturias","Spain","Estadio Marqués de La Vega de Anzo","エスタディオ マルケス デ ラ ベガ デ アンソ","Avda. de los Deportes S/N","","4000","https://media.api-sports.io/football/venues/6721.png"
"Avilés","Spain","Estadio Tabiella","エスタディオ タビエラ","Calle Navarro y Raíces, Tabiella","","2000","https://media.api-sports.io/football/venues/6722.png"
"Pravia","Spain","Estadio Santa Catalina","サンタカタリナスタジアム","Barrio Santa Catalina","","2000","https://media.api-sports.io/football/venues/6723.png"
"Avilés","Spain","Estadio Román Suárez Puerta","エスタディオ ロマン スアレス プエルタ","Calle de Juan Ochoa","","5200","https://media.api-sports.io/football/venues/6724.png"
"San Martín del Rey Aurelio","Spain","Estadio El Florán","エスタディオ エル フローラン","Avenida del Florán","","5000","https://media.api-sports.io/football/venues/6725.png"
"Pola de Siero","Spain","Estadio El Bayu","エスタディオ エル バユ","calle Ildefonso Sánchez del Río 13","","5000","https://media.api-sports.io/football/venues/6726.png"
"Tuilla","Spain","Estadio El Candín","エスタディオ エル カンディン","","","2800","https://media.api-sports.io/football/venues/6727.png"
"Oviedo","Spain","Estadio Vallobín","エスタディオ バロビン","Dr. Solís Cajigal, Vallobín","","2000","https://media.api-sports.io/football/venues/6728.png"
"Santander","Spain","Estadio Juan Hormaechea","エスタディオ フアン オルマエチェア","La Albericia y el Bezana","","1000","https://media.api-sports.io/football/venues/6729.png"
"Torrelavega","Spain","Estadio Solvay","エスタディオ ソルヴァイ","Avenida Solvay, Barreda","","5100","https://media.api-sports.io/football/venues/6730.png"
"Santa Cruz de Bezana","Spain","Campo De Fútbol Municipal De Bezana","カンポ デ フットボール ムニシパル デ ベザナ","Plaza de Cantabria 2","","3500","https://media.api-sports.io/football/venues/20153.png"
"Cartes","Spain","Campo de Fútbol El Ansar","カンポ デ フットボール エル アンサール","Calle Camino Real, 79B","","1000","https://media.api-sports.io/football/venues/6732.png"
"Basseterre","Spain","Warner Park Football Stadium","ワーナーパークフットボールスタジアム","Victoria Road","","5000","https://media.api-sports.io/football/venues/4158.png"
"Guarnizo","Spain","Estadio El Pilar","エスタディオ エル ピラール","Calle Paco Gento","","5625","https://media.api-sports.io/football/venues/6733.png"
"Santander","Spain","Estadio La Albericia","エスタディオ ラ アルベリシア","Avenida del Deporte","","1100","https://media.api-sports.io/football/venues/6734.png"
"Galizano, Ribamontán al Mar","Spain","Estadio Baceñuela","バセニュエラ・スタジアム","Barrio Baceña","","3000","https://media.api-sports.io/football/venues/6735.png"
"Selaya","Spain","Estadio El Castañal","エスタディオ エル カスタニャル","Bo. el Castañal","","2000","https://media.api-sports.io/football/venues/6736.png"
"Castillo Siete Villas","Spain","Campo San Pedro","カンポ・サン・ペドロ","Barrio de Castillo Siete Villas","","500","https://media.api-sports.io/football/venues/6737.png"
"Medio Cudeyo","Spain","Campo Municipal La Estación","カンポ ムニシパル ラ エスタシオン","La Estación, Solares","","1900","https://media.api-sports.io/football/venues/6738.png"
"Cantabria","Spain","Estadio Vallegon","エスタディオ・バジェゴン","P.l. Vallegón 1","","1000","https://media.api-sports.io/football/venues/6739.png"
"Cabezón de La Sal","Spain","Estadio Juan María Parés","フアン・マリア・パレス・スタジアム","","","1500","https://media.api-sports.io/football/venues/6740.png"
"Bárcena de Pie de Concha","Spain","Estadio Municipal Bárcena de Pie de Concha","エスタディオ ムニシパル バルセナ デ ピエ デ コンチャ","CA-716, 6","","2000","https://media.api-sports.io/football/venues/6741.png"
"Torrelavega","Spain","Campo Municipal Santa Ana","カンポ市サンタアナ","Avenida del Estadio, Tanos","","1500","https://media.api-sports.io/football/venues/6742.png"
"Vioño de Piélagos","Spain","Estadio La Vidriera","エスタディオ ラ ヴィドリエラ","Barrio de la Fábrica","","1600","https://media.api-sports.io/football/venues/6743.png"
"Laudio","Spain","Campo Ellakuri","カンポ・エラクリ","Goienuri Kalea","","3000","https://media.api-sports.io/football/venues/11004.png"
"Vitoria-Gasteiz","Spain","Estadio Ariznabarra","アリズナバラ・スタジアム","Etxezarra kalea/Calle Etxezarra","","2500","https://media.api-sports.io/football/venues/6745.png"
"Balmaseda","Spain","Campo de Fútbol La Baluga","カンポ デ フットボール ラ バルーガ","","","1500","https://media.api-sports.io/football/venues/6746.png"
"Basauri","Spain","Estadio Pedro López Cortázar","エスタディオ ペドロ ロペス コルタサル","Calle de Basozelai, Barrio de Basozelai","","8500","https://media.api-sports.io/football/venues/6747.png"
"Beasain","Spain","Estado Municipal de Loinaz","ロイナス市","Calle de Igartza-Oleta","","6000","https://media.api-sports.io/football/venues/6748.png"
"Bilbao","Spain","Campo de Fútbol de Etxezuri","エチェズリ フットボール カンポ","Etxezuri Bidea, 3","","1000","https://media.api-sports.io/football/venues/6749.png"
"Muskiz","Spain","Estadio El Malecón Muskiz","エスタディオ エル マレコン ムスキス","Calle del Crucero","","2000","https://media.api-sports.io/football/venues/6750.png"
"Azpeitia","Spain","Estadio Garmendipe","エスタディオ ガルメンディペ","","","1500","https://media.api-sports.io/football/venues/6751.png"
"Errenteria","Spain","Estadio Don Bosco","エスタディオ ドン ボスコ","Ciudad Laboral Don Bosco","","2000","https://media.api-sports.io/football/venues/6752.png"
"Lasarte-Oria","Spain","Estadio Zubieta XXI","エスタディオ スビエタ XXI","Paseo del Hipodromo","","2500","https://media.api-sports.io/football/venues/6678.png"
"Vitoria-Gasteiz","Spain","Campo de Fútbol de Adurtzabal","カンポ デ フットボール デ アドゥルツァバル","Iturritxu Kalea, 8","","2000","https://media.api-sports.io/football/venues/6754.png"
"Santurtzi","Spain","Estadio San Jorge","サンホルヘスタジアム","Calle de Pajares","","2000","https://media.api-sports.io/football/venues/6755.png"
"Bilbao","Spain","Estadio Mallona","マロナスタジアム","Calle Calzadas de Mallona","","4000","https://media.api-sports.io/football/venues/6756.png"
"Sodupe","Spain","Campo Lorenzo Hurtado de Saratxo","カンポ・ロレンソ・ウルタド・デ・サラチョ","Calle Padura","","1500","https://media.api-sports.io/football/venues/6757.png"
"Urduliz","Spain","Estadio Iparralde","エスタディオ イパラルデ","Iparralde, 2","","2000","https://media.api-sports.io/football/venues/6758.png"
"Banyoles","Spain","Camp Nou de Banyoles","カンプ・ノウ・デ・バニョレス","Passeig Darder","","4000","https://media.api-sports.io/football/venues/6759.png"
"Castelldefels","Spain","Estadio Els Canyars","エスタディオ エルス カニャルス","Calle de la Església 121","","2500","https://media.api-sports.io/football/venues/6760.png"
"Cerdanyola del Vallès","Spain","Estadio Municipal Les Fontetes","エスタディオ ミュニシパル レ フォンテテス","Passeig d&apos;Horta, 15","","1000","https://media.api-sports.io/football/venues/6761.png"
"Figueras","Spain","Estadio Municipal de Vilatenim","エスタディオ ムニシパル デ ヴィラテニム","Barrio de Vilatenim","","9472","https://media.api-sports.io/football/venues/6762.png"
"Granollers","Spain","Campo Municipal Carrer Girona","カンポ市街地 ジローナ通り","Carrer de Girona 54","","2500","https://media.api-sports.io/football/venues/6763.png"
"Barcelona","Spain","Estade Feliu i Codina","フェリウ・イ・コディナ州","Carrer del Canigó, Horta","","5000","https://media.api-sports.io/football/venues/6764.png"
"Igualada","Spain","Estadi Cem Les Comes","スタジアムはここです","Carrer de Carles Riba, 65","","4500","https://media.api-sports.io/football/venues/6765.png"
